"","ensembl_gene_id","entrez.human","entrezgene","gene","cardiomyopathy_score","baseMean","baseMeanA","baseMeanB","foldChange","log2FoldChange","pval","padj","MSeqDR"
"5674","ENSMUSG00000029534",7982,64213,"St7",NA,5.05396972977515e-06,5.37124441711355e-06,4.73669504243675e-06,0.881861757648743,-0.181375581039039,0.642580984571605,0.962449071353499,NA
"5675","ENSMUSG00000029535",51499,69076,"Triap1",NA,6.43834837963835e-06,6.58386498549288e-06,6.29283177378382e-06,0.955795993333651,-0.0652253750219493,0.936014942067414,1,"<a href=""https://mseqdr.org/MITO_backend/genes/TRIAP1"">TRIAP1</a>"
"5676","ENSMUSG00000029536",283459,384281,"Gatc",NA,5.65036600659926e-06,4.06632854048936e-06,7.23440347270915e-06,1.77909959824312,0.831147278378711,0.0147048736604827,0.28956633034793,NA
"5677","ENSMUSG00000029538",8683,108014,"Srsf9",NA,1.72259626674926e-06,2.06867645299964e-06,1.37651608049887e-06,0.66540907279284,-0.587686557515394,0.533929960969638,0.94191660172297,NA
"5678","ENSMUSG00000029545",35,11409,"Acads",NA,7.19395768797335e-05,8.0486253891452e-05,6.3392899868015e-05,0.78762393331798,-0.344421144193157,0.331921162107574,0.87831559596637,"<a href=""https://mseqdr.org/MITO_backend/genes/ACADS"">ACADS</a>"
"5679","ENSMUSG00000029547",26173,68510,"Ints1",NA,1.4166674040326e-05,1.60002792577718e-05,1.23330688228802e-05,0.770803348128419,-0.375565256624543,0.362728157524081,0.889111663665071,NA
"5680","ENSMUSG00000029550",121665,74585,"Sppl3",NA,2.12698213531702e-06,2.23414014143058e-06,2.01982412920347e-06,0.904072261066898,-0.145490005303917,0.731996980197466,0.974559229494641,NA
"5681","ENSMUSG00000029551",84262,66506,"Psmg3",NA,1.77190482078727e-06,2.00395797257339e-06,1.53985166900115e-06,0.76840517120414,-0.380060866819028,0.419257737761855,0.912852518562332,NA
"5682","ENSMUSG00000029552",26136,21753,"Tes",NA,1.57008382033054e-06,1.8531270697036e-06,1.28704057095749e-06,0.694523647082304,-0.525904279085903,0.260999721128229,0.852486019917246,NA
"5683","ENSMUSG00000029554",8379,17120,"Mad1l1",NA,4.53447345194459e-06,4.43134936418382e-06,4.63759753970536e-06,1.04654297338606,0.0656315530824566,0.760741330590024,0.979496469389418,NA
"5684","ENSMUSG00000029557",29960,68017,"Ftsj2",NA,5.22203798846451e-06,5.10072166862315e-06,5.34335430830587e-06,1.04756829630114,0.0670443036124926,0.690640667744817,0.970225989244632,"<a href=""https://mseqdr.org/MITO_backend/genes/FTSJ2"">FTSJ2</a>"
"5685","ENSMUSG00000029559",64897,72357,"2210016L21Rik",NA,3.52954781115203e-06,3.66861199177572e-06,3.39048363052833e-06,0.924187032624081,-0.11374324786309,0.82853888065277,0.988365238019618,NA
"5686","ENSMUSG00000029560",29886,231834,"Snx8",NA,5.60346025271319e-06,4.87790392591391e-06,6.32901657951248e-06,1.29748692791785,0.375720003613533,0.19666906935427,0.813973639366078,NA
"5687","ENSMUSG00000029561",NA,23962,"Oasl2",NA,2.5140412994101e-06,2.78818724979623e-06,2.23989534902398e-06,0.803351837000072,-0.315896124173632,0.395997422135086,0.902906115174143,NA
"5688","ENSMUSG00000029563",93986,114142,"Foxp2",NA,1.17932147860583e-06,1.15519265017253e-06,1.20345030703913e-06,1.04177455323958,0.0590431028429974,0.865394334323529,0.993798507596245,NA
"5689","ENSMUSG00000029569",64418,101118,"Tmem168",NA,7.91031256632709e-06,8.32870500617354e-06,7.49192012648064e-06,0.899530013480769,-0.152756676025964,0.744741546868474,0.977694275332237,NA
"5690","ENSMUSG00000029570",3955,16848,"Lfng",NA,2.62661942245713e-06,3.16866464659131e-06,2.08457419832296e-06,0.657871510816216,-0.604122256837929,0.303220147089222,0.868728802918972,NA
"5691","ENSMUSG00000029571",54664,71900,"Tmem106b",NA,6.08286325789609e-05,6.92542538493942e-05,5.24030113085276e-05,0.756675704318284,-0.402252971710732,0.207852124860123,0.821662787329434,NA
"5692","ENSMUSG00000029575",326625,77697,"Mmab",NA,1.12152256932523e-05,1.11294979760967e-05,1.13009534104079e-05,1.01540549579859,0.0220559736693613,0.85694229618994,0.992838494713989,"<a href=""https://mseqdr.org/MITO_backend/genes/MMAB"">MMAB</a>"
"5693","ENSMUSG00000029576",55698,231858,"Radil",NA,8.32509843642311e-07,1.12121483837185e-06,5.43804848912774e-07,0.485013960127794,-1.04390182198494,0.0450902086737853,0.503072008054016,NA
"5694","ENSMUSG00000029577",89910,117146,"Ube3b",NA,0.000103644818886132,7.26588992595989e-05,0.000134630738512666,1.85291464479322,0.88979642460869,0.00307549013137945,0.108479577212367,NA
"5695","ENSMUSG00000029578",26100,74781,"Wipi2",NA,2.03343165223868e-05,2.2173311875012e-05,1.84953211697617e-05,0.834125333825518,-0.261663918767595,0.437534222164453,0.91812247181991,NA
"5696","ENSMUSG00000029580",60,11461,"Actb",0.00028350457009367,0.000263581199249364,0.000292334981212977,0.00023482741728575,0.803281962053901,-0.316021614174461,0.458628010582973,0.925867577189117,NA
"5697","ENSMUSG00000029581",6624,14086,"Fscn1",NA,7.04274381147755e-06,6.68205329024969e-06,7.40343433270541e-06,1.10795799002506,0.147903180365882,0.625363141624777,0.959900475839889,NA
"5698","ENSMUSG00000029587",7559,231866,"Zfp12",NA,5.50964541228149e-06,6.09153276064641e-06,4.92775806391658e-06,0.808952074550389,-0.305873860534408,0.363131796118535,0.889417762546994,NA
"5699","ENSMUSG00000029591",7374,22256,"Ung",NA,2.78256546703775e-06,2.69500952179864e-06,2.87012141227687e-06,1.06497635316753,0.0908213970739424,0.754815046916398,0.978209235424698,"<a href=""https://mseqdr.org/MITO_backend/genes/UNG"">UNG</a>"
"5700","ENSMUSG00000029592",84749,100756,"Usp30",NA,3.63026846456589e-06,3.90297183014738e-06,3.35756509898439e-06,0.860258604238405,-0.217157678131443,0.655234240256558,0.963951639082965,NA
"5701","ENSMUSG00000029594",9904,74111,"Rbm19",NA,2.72745505534188e-06,2.95406965795694e-06,2.50084045272683e-06,0.84657463847905,-0.240290825565497,0.51714908055595,0.940533254247997,NA
"5702","ENSMUSG00000029596",113675,257635,"Sdsl",NA,1.3756984337973e-06,1.68884093985139e-06,1.06255592774321e-06,0.629162819700892,-0.668494677499989,0.200820962144518,0.815384022025771,"<a href=""https://mseqdr.org/MITO_backend/genes/SDSL"">SDSL</a>"
"5703","ENSMUSG00000029598",196463,71772,"Plbd2",NA,1.3723739224734e-05,1.42657654271035e-05,1.31817130223646e-05,0.924010218009103,-0.114019289361232,0.795353924651703,0.985362386640941,NA
"5704","ENSMUSG00000029599",79039,71990,"Ddx54",NA,8.48832491784511e-06,8.86095946269306e-06,8.11569037299715e-06,0.915892957999223,-0.126749096988208,0.811195732393977,0.986940383781416,NA
"5705","ENSMUSG00000029600",84934,100764,"Rita1",NA,5.30654239739898e-06,3.78560120044279e-06,6.82748359435518e-06,1.80354010706584,0.850831506087294,0.0892501200733781,0.669284455755178,NA
"5706","ENSMUSG00000029603",1840,14357,"Dtx1",NA,2.11248979613942e-07,2.4082692911817e-07,1.81671030109714e-07,0.754363437572923,-0.406668341608326,0.481204366354665,0.933549410088138,NA
"5707","ENSMUSG00000029605",4938,23961,"Oas1b",NA,3.73497884532672e-07,4.61671244018506e-07,2.85324525046837e-07,0.61802533457206,-0.694262115475641,0.276287350064756,0.858820226951771,NA
