"","ensembl_gene_id","entrez.human","entrezgene","gene","cardiomyopathy_score","baseMean","baseMeanA","baseMeanB","foldChange","log2FoldChange","pval","padj","MSeqDR"
"10128","ENSMUSG00000046841",10970,216197,"Ckap4",NA,6.18169549083761e-06,8.34031893153043e-06,4.02307205014479e-06,0.482364293640575,-1.0518049772311,0.000286866713183929,0.00276768702317731,NA
"10129","ENSMUSG00000046856",2825,241070,"Gpr1",NA,5.61219003734786e-07,6.9003814309661e-07,4.32399864372963e-07,0.626631829992076,-0.674310041096982,0.369160197927287,0.513797748038209,NA
"10130","ENSMUSG00000046861",79654,76608,"Hectd3",NA,8.59247383570223e-06,9.64301258737126e-06,7.54193508403319e-06,0.782113993495177,-0.354549198525199,0.256702151030322,0.396652521376668,NA
"10131","ENSMUSG00000046862",391003,242736,"Pramef8",NA,5.58851100306745e-06,7.56027498050072e-06,3.61674702563417e-06,0.478388290764872,-1.06374601693618,0.000496809990579245,0.0041408377119122,NA
"10132","ENSMUSG00000046865",2091,14113,"Fbl",NA,5.36768819359582e-07,6.97129474902078e-07,3.76408163817086e-07,0.539940107782644,-0.88912870797615,0.0855457152337169,0.179857480551516,NA
"10133","ENSMUSG00000046873",51360,270669,"Mbtps2",NA,3.69530186590335e-06,5.47892783396329e-06,1.91167589784341e-06,0.348914232086273,-1.51905564914205,2.10656413463723e-06,5.70956901380565e-05,NA
"10134","ENSMUSG00000046876",6310,20238,"Atxn1",NA,2.89998163766769e-05,4.01721411611957e-05,1.78274915921581e-05,0.443777480533664,-1.1720916349836,1.75627953405353e-05,0.000317057233977232,NA
"10135","ENSMUSG00000046879",345611,15944,"Irgm1",NA,8.11869833408068e-06,7.89967396048254e-06,8.33772270767883e-06,1.05545149703489,0.0778602815793848,0.57121207607762,0.700332137788204,NA
"10136","ENSMUSG00000046897",283337,68744,"Zfp740",NA,1.54769552575473e-05,2.14645894528687e-05,9.48932106222594e-06,0.44209189665902,-1.17758180428909,2.2941753871514e-05,0.000389079385473324,NA
"10137","ENSMUSG00000046909",79736,68550,"Tefm",NA,7.37066533263959e-06,6.66944813314695e-06,8.07188253213224e-06,1.2102774279052,0.27533778963726,0.272367461605897,0.413919003673557,NA
"10138","ENSMUSG00000046916",80177,68632,"Myct1",NA,3.01498721967071e-06,3.07099450499026e-06,2.95897993435116e-06,0.963524984998482,-0.0536060176076171,0.869089655696241,0.92799271910485,NA
"10139","ENSMUSG00000046934",1431,71832,"Csl",0.00028350457009367,6.95576624640944e-06,6.87928516336415e-06,7.03224732945473e-06,1.0222351832288,0.0317271518960748,0.892287084204013,0.94405007769033,NA
"10140","ENSMUSG00000046947",90956,57869,"Adck2",NA,1.70258475747681e-06,2.51507332244076e-06,8.90096192512855e-07,0.353904669327516,-1.49856729844998,0.000112990964632679,0.001368986554937,"<a href=""https://mseqdr.org/MITO_backend/genes/ADCK2"">ADCK2</a>"
"10141","ENSMUSG00000046949",4835,18105,"Nqo2",NA,8.06616162432472e-06,9.35058173644716e-06,6.78174151220228e-06,0.725274822823918,-0.463400326798286,0.185131271172191,0.313053683675676,NA
"10142","ENSMUSG00000046959",10861,231583,"Slc26a1",NA,1.00460645671123e-06,1.19591998893846e-06,8.13292924484005e-07,0.680056301430261,-0.556273903771703,0.415380832204358,0.55924145526106,NA
"10143","ENSMUSG00000046962",49854,114565,"Zbtb21",NA,5.01326002139324e-06,6.94519883706204e-06,3.08132120572445e-06,0.443662057489474,-1.17246691746148,0.00108503888548896,0.00754065960494606,NA
"10144","ENSMUSG00000046982",10194,110796,"Tshz1",0.00028350457009367,1.11603032850846e-05,1.46720835464396e-05,7.64852302372963e-06,0.521297673879839,-0.939820672493256,0.000863214099256487,0.00635332783227482,NA
"10145","ENSMUSG00000046985",202018,231225,"Tapt1",NA,2.05895929542995e-05,2.66818130327823e-05,1.44973728758168e-05,0.543342870216684,-0.88006521351591,0.000768873624619819,0.00582544932506578,NA
"10146","ENSMUSG00000046993",NA,NA,"Gm5637",NA,1.37420567072622e-06,2.00861015388946e-06,7.39801187562981e-07,0.368314969497906,-1.44098806071918,8.4570109945266e-05,0.0010982858288899,NA
"10147","ENSMUSG00000046994",92935,212679,"Mars2",NA,4.62909437529039e-06,5.48740662718502e-06,3.77078212339576e-06,0.687170166088116,-0.541260692536485,0.115834400079334,0.223425031864338,"<a href=""https://mseqdr.org/MITO_backend/genes/MARS2"">MARS2</a>"
"10148","ENSMUSG00000046997",92369,211949,"Spsb4",NA,2.61013288123026e-07,3.00377721618156e-07,2.21648854627896e-07,0.737900445591831,-0.438501907787706,1,1,NA
"10149","ENSMUSG00000047003",286128,22701,"Zfp41",NA,1.85045771297877e-06,1.90543326120417e-06,1.79548216475337e-06,0.942296012833682,-0.0857477556836451,0.865683044026658,0.925773566591712,NA
"10150","ENSMUSG00000047022",145282,73490,"Mipol1",NA,1.19269904558995e-06,1.42731749894117e-06,9.58080592238739e-07,0.671245600890816,-0.575087366677656,0.237879985255593,0.376065182998581,NA
"10151","ENSMUSG00000047030",9825,263876,"Spata2",NA,9.16181104671301e-06,1.07467768332466e-05,7.57684526017945e-06,0.705034204929191,-0.504234842929618,0.102101136336114,0.204634020181472,NA
"10152","ENSMUSG00000047036",353274,235682,"Zfp445",NA,1.23940495890475e-05,1.58530634275257e-05,8.93503575056928e-06,0.563615719536917,-0.827216245160155,0.0202514009621206,0.064716049013449,NA
"10153","ENSMUSG00000047037",123606,233280,"Nipa1",NA,1.61325270151462e-06,1.99226430644677e-06,1.23424109658248e-06,0.619516744133095,-0.690784819218293,0.0698148887598296,0.156240170013588,"<a href=""https://mseqdr.org/MITO_backend/genes/NIPA1"">NIPA1</a>"
"10154","ENSMUSG00000047040",79170,217138,"Prr15l",NA,1.11663638455565e-07,1.74730582708865e-07,4.8596694202265e-08,0.27812357429859,-1.84620205936411,0.0501634935106975,0.123462094657309,NA
"10155","ENSMUSG00000047044",55071,225995,"D030056L22Rik",NA,1.17765134781048e-06,1.33145980060314e-06,1.02384289501782e-06,0.768962678823674,-0.379014515403259,0.236303813599217,0.374023043738928,NA
"10156","ENSMUSG00000047045",84187,209497,"Tmem164",NA,1.72556229080316e-06,2.18794426230603e-06,1.26318031930029e-06,0.577336608186232,-0.792515387168119,0.0147111319253994,0.051280747631855,NA
"10157","ENSMUSG00000047067",285193,67446,"Dusp28",NA,7.59224840510719e-06,1.00351388979565e-05,5.14935791225785e-06,0.513132699469303,-0.962596130439611,0.00481166045356057,0.0225210944670011,NA
"10158","ENSMUSG00000047084",51335,83485,"Ngrn",NA,8.71314120784884e-06,9.66154813168847e-06,7.76473428400921e-06,0.803673922457832,-0.315317824670789,0.327082055164352,0.471921624545096,NA
"10159","ENSMUSG00000047085",94030,272381,"Lrrc4b",NA,6.97101343425583e-08,7.52044642929955e-08,6.42158043921211e-08,0.853882877776208,-0.227889897687204,0.786347669899166,0.868471513480546,NA
